time,open,high,low,close,volume,complete
2025-06-01T21:00:00.000000000Z,1.36,1.3602,1.35942,1.35953,235,True
2025-06-01T21:15:00.000000000Z,1.35953,1.3596,1.35927,1.35929,150,True
2025-06-01T21:30:00.000000000Z,1.35929,1.35936,1.35886,1.35919,382,True
2025-06-01T21:45:00.000000000Z,1.35919,1.35991,1.35907,1.3593,175,True
2025-06-01T22:00:00.000000000Z,1.3593,1.35954,1.3587,1.35919,550,True
2025-06-01T22:15:00.000000000Z,1.35919,1.35946,1.35915,1.35934,311,True
2025-06-01T22:30:00.000000000Z,1.35934,1.35948,1.35848,1.35868,150,True
2025-06-01T22:45:00.000000000Z,1.35868,1.35944,1.35861,1.35917,473,True
2025-06-01T23:00:00.000000000Z,1.35917,1.35939,1.35902,1.35921,401,True
2025-06-01T23:15:00.000000000Z,1.35921,1.35946,1.35909,1.35943,267,True
2025-06-01T23:30:00.000000000Z,1.35943,1.35976,1.35929,1.35943,274,True
2025-06-01T23:45:00.000000000Z,1.35943,1.35983,1.35902,1.35931,258,True
2025-06-02T00:00:00.000000000Z,1.35931,1.35977,1.35873,1.3589,103,True
2025-06-02T00:15:00.000000000Z,1.3589,1.35892,1.35842,1.35859,320,True
2025-06-02T00:30:00.000000000Z,1.35859,1.35907,1.35851,1.35894,470,True
2025-06-02T00:45:00.000000000Z,1.35894,1.35906,1.3586,1.35876,562,True
2025-06-02T01:00:00.000000000Z,1.35876,1.35953,1.35863,1.35949,469,True
2025-06-02T01:15:00.000000000Z,1.35949,1.36012,1.35895,1.35916,466,True
2025-06-02T01:30:00.000000000Z,1.35916,1.3595,1.35891,1.35906,402,True
2025-06-02T01:45:00.000000000Z,1.35906,1.35907,1.3584,1.35865,393,True
2025-06-02T02:00:00.000000000Z,1.35865,1.35868,1.35825,1.35868,480,True
2025-06-02T02:15:00.000000000Z,1.35868,1.3594,1.35782,1.35809,581,True
2025-06-02T02:30:00.000000000Z,1.35809,1.3583,1.3578,1.358,93,True
2025-06-02T02:45:00.000000000Z,1.358,1.35833,1.35742,1.35759,291,True
2025-06-02T03:00:00.000000000Z,1.35759,1.35788,1.35723,1.3578,486,True
2025-06-02T03:15:00.000000000Z,1.3578,1.35784,1.3575,1.3578,456,True
2025-06-02T03:30:00.000000000Z,1.3578,1.35843,1.35775,1.3584,239,True
2025-06-02T03:45:00.000000000Z,1.3584,1.35902,1.35839,1.35877,240,True
2025-06-02T04:00:00.000000000Z,1.35877,1.35919,1.35871,1.35904,446,True
2025-06-02T04:15:00.000000000Z,1.35904,1.35961,1.35877,1.35938,165,True
2025-06-02T04:30:00.000000000Z,1.35938,1.35941,1.35901,1.35905,572,True
2025-06-02T04:45:00.000000000Z,1.35905,1.36061,1.35873,1.35998,523,True
2025-06-02T05:00:00.000000000Z,1.35998,1.36042,1.35954,1.35979,208,True
2025-06-02T05:15:00.000000000Z,1.35979,1.36004,1.3595,1.35961,409,True
2025-06-02T05:30:00.000000000Z,1.35961,1.35978,1.35952,1.3597,120,True
2025-06-02T05:45:00.000000000Z,1.3597,1.35988,1.35946,1.35956,580,True
2025-06-02T06:00:00.000000000Z,1.35956,1.35985,1.3584,1.35853,387,True
2025-06-02T06:15:00.000000000Z,1.35853,1.35862,1.35819,1.35833,437,True
2025-06-02T06:30:00.000000000Z,1.35833,1.35908,1.35787,1.35895,129,True
2025-06-02T06:45:00.000000000Z,1.35895,1.35905,1.35888,1.35891,369,True
2025-06-02T07:00:00.000000000Z,1.35891,1.35894,1.35808,1.35877,240,True
2025-06-02T07:15:00.000000000Z,1.35877,1.359,1.35726,1.35808,451,True
2025-06-02T07:30:00.000000000Z,1.35808,1.35861,1.35778,1.35814,479,True
2025-06-02T07:45:00.000000000Z,1.35814,1.35949,1.3576,1.35936,456,True
2025-06-02T08:00:00.000000000Z,1.35936,1.3609,1.35925,1.36025,511,True
2025-06-02T08:15:00.000000000Z,1.36025,1.36095,1.35967,1.36006,267,True
2025-06-02T08:30:00.000000000Z,1.36006,1.36068,1.35994,1.36009,371,True
2025-06-02T08:45:00.000000000Z,1.36009,1.36071,1.35973,1.36071,473,True
2025-06-02T09:00:00.000000000Z,1.36071,1.36109,1.36034,1.36063,465,True
2025-06-02T09:15:00.000000000Z,1.36063,1.36127,1.35999,1.36051,506,True
2025-06-02T09:30:00.000000000Z,1.36051,1.36074,1.35981,1.36013,118,True
2025-06-02T09:45:00.000000000Z,1.36013,1.36046,1.35964,1.35972,137,True
2025-06-02T10:00:00.000000000Z,1.35972,1.36022,1.35927,1.35944,117,True
2025-06-02T10:15:00.000000000Z,1.35944,1.35997,1.35899,1.35975,523,True
2025-06-02T10:30:00.000000000Z,1.35975,1.35988,1.35852,1.35941,248,True
2025-06-02T10:45:00.000000000Z,1.35941,1.35945,1.35818,1.35885,189,True
2025-06-02T11:00:00.000000000Z,1.35885,1.35941,1.35803,1.35831,496,True
2025-06-02T11:15:00.000000000Z,1.35831,1.35951,1.35824,1.35928,235,True
2025-06-02T11:30:00.000000000Z,1.35928,1.3597,1.35836,1.35873,504,True
2025-06-02T11:45:00.000000000Z,1.35873,1.3597,1.35772,1.35773,224,True
2025-06-02T12:00:00.000000000Z,1.35773,1.35856,1.35697,1.35842,488,True
2025-06-02T12:15:00.000000000Z,1.35842,1.35856,1.35666,1.3574,569,True
2025-06-02T12:30:00.000000000Z,1.3574,1.35756,1.35603,1.3565,565,True
2025-06-02T12:45:00.000000000Z,1.3565,1.35715,1.3564,1.35694,520,True
2025-06-02T13:00:00.000000000Z,1.35694,1.35698,1.35455,1.35513,589,True
2025-06-02T13:15:00.000000000Z,1.35513,1.35599,1.35441,1.35548,307,True
2025-06-02T13:30:00.000000000Z,1.35548,1.35613,1.35436,1.35459,380,True
2025-06-02T13:45:00.000000000Z,1.35459,1.35539,1.35445,1.35487,597,True
2025-06-02T14:00:00.000000000Z,1.35487,1.35545,1.35399,1.35429,422,True
2025-06-02T14:15:00.000000000Z,1.35429,1.35436,1.35387,1.35404,372,True
2025-06-02T14:30:00.000000000Z,1.35404,1.35406,1.35295,1.35351,237,True
2025-06-02T14:45:00.000000000Z,1.35351,1.35554,1.3535,1.35459,590,True
2025-06-02T15:00:00.000000000Z,1.35459,1.35462,1.35373,1.35392,428,True
2025-06-02T15:15:00.000000000Z,1.35392,1.35395,1.35304,1.35328,260,True
2025-06-02T15:30:00.000000000Z,1.35328,1.3533,1.35237,1.35306,560,True
2025-06-02T15:45:00.000000000Z,1.35306,1.35342,1.35108,1.35127,263,True
2025-06-02T16:00:00.000000000Z,1.35127,1.35211,1.35108,1.35203,450,True
2025-06-02T16:15:00.000000000Z,1.35203,1.35246,1.3512,1.35217,454,True
2025-06-02T16:30:00.000000000Z,1.35217,1.35294,1.35174,1.35267,501,True
2025-06-02T16:45:00.000000000Z,1.35267,1.35271,1.35145,1.35199,219,True
2025-06-02T17:00:00.000000000Z,1.35199,1.35351,1.35197,1.35296,501,True
2025-06-02T17:15:00.000000000Z,1.35296,1.35344,1.35221,1.35228,197,True
2025-06-02T17:30:00.000000000Z,1.35228,1.35291,1.35165,1.35186,358,True
2025-06-02T17:45:00.000000000Z,1.35186,1.35191,1.35092,1.35101,116,True
2025-06-02T18:00:00.000000000Z,1.35101,1.35153,1.35056,1.35146,533,True
2025-06-02T18:15:00.000000000Z,1.35146,1.35237,1.35128,1.35204,165,True
2025-06-02T18:30:00.000000000Z,1.35204,1.35241,1.35163,1.35236,178,True
2025-06-02T18:45:00.000000000Z,1.35236,1.35252,1.351,1.35111,134,True
2025-06-02T19:00:00.000000000Z,1.35111,1.35123,1.35008,1.35021,136,True
2025-06-02T19:15:00.000000000Z,1.35021,1.35033,1.34988,1.35002,214,True
2025-06-02T19:30:00.000000000Z,1.35002,1.35023,1.3496,1.35015,382,True
2025-06-02T19:45:00.000000000Z,1.35015,1.35032,1.35013,1.35017,595,True
2025-06-02T20:00:00.000000000Z,1.35017,1.3504,1.34991,1.34995,463,True
2025-06-02T20:15:00.000000000Z,1.34995,1.3504,1.34904,1.34946,269,True
2025-06-02T20:30:00.000000000Z,1.34946,1.35011,1.34863,1.34875,504,True
2025-06-02T20:45:00.000000000Z,1.34875,1.34968,1.34866,1.34959,386,True
2025-06-02T21:00:00.000000000Z,1.34959,1.3498,1.34945,1.34972,223,True
2025-06-02T21:15:00.000000000Z,1.34972,1.34972,1.3493,1.34932,180,True
2025-06-02T21:30:00.000000000Z,1.34932,1.34955,1.34835,1.3488,274,True
2025-06-02T21:45:00.000000000Z,1.3488,1.34949,1.34877,1.34943,119,True
