time,open,high,low,close,volume,complete
2025-06-01T21:00:00.000000000Z,1.27,1.27016,1.26946,1.26991,178,True
2025-06-01T21:15:00.000000000Z,1.26991,1.27014,1.26991,1.27008,522,True
2025-06-01T21:30:00.000000000Z,1.27008,1.27061,1.26863,1.2692,483,True
2025-06-01T21:45:00.000000000Z,1.2692,1.26953,1.26794,1.26839,464,True
2025-06-01T22:00:00.000000000Z,1.26839,1.26937,1.26819,1.26889,598,True
2025-06-01T22:15:00.000000000Z,1.26889,1.26929,1.26879,1.26924,142,True
2025-06-01T22:30:00.000000000Z,1.26924,1.26958,1.26922,1.26951,185,True
2025-06-01T22:45:00.000000000Z,1.26951,1.26988,1.2691,1.26971,142,True
2025-06-01T23:00:00.000000000Z,1.26971,1.27007,1.26888,1.26909,529,True
2025-06-01T23:15:00.000000000Z,1.26909,1.26938,1.26842,1.26883,131,True
2025-06-01T23:30:00.000000000Z,1.26883,1.26931,1.26868,1.26874,196,True
2025-06-01T23:45:00.000000000Z,1.26874,1.26913,1.26829,1.26857,450,True
2025-06-02T00:00:00.000000000Z,1.26857,1.27005,1.26847,1.26985,210,True
2025-06-02T00:15:00.000000000Z,1.26985,1.2702,1.26936,1.26972,394,True
2025-06-02T00:30:00.000000000Z,1.26972,1.26979,1.26917,1.26919,207,True
2025-06-02T00:45:00.000000000Z,1.26919,1.26971,1.26914,1.2692,425,True
2025-06-02T01:00:00.000000000Z,1.2692,1.26924,1.26882,1.26883,428,True
2025-06-02T01:15:00.000000000Z,1.26883,1.26919,1.26797,1.26828,175,True
2025-06-02T01:30:00.000000000Z,1.26828,1.26909,1.26803,1.26872,493,True
2025-06-02T01:45:00.000000000Z,1.26872,1.2704,1.26837,1.26983,415,True
2025-06-02T02:00:00.000000000Z,1.26983,1.27054,1.26979,1.27042,132,True
2025-06-02T02:15:00.000000000Z,1.27042,1.27063,1.27004,1.2701,272,True
2025-06-02T02:30:00.000000000Z,1.2701,1.27114,1.27001,1.27106,593,True
2025-06-02T02:45:00.000000000Z,1.27106,1.27156,1.271,1.27118,595,True
2025-06-02T03:00:00.000000000Z,1.27118,1.27196,1.27116,1.27184,480,True
2025-06-02T03:15:00.000000000Z,1.27184,1.27259,1.27182,1.27211,207,True
2025-06-02T03:30:00.000000000Z,1.27211,1.27226,1.27151,1.27167,199,True
2025-06-02T03:45:00.000000000Z,1.27167,1.27189,1.27151,1.27188,235,True
2025-06-02T04:00:00.000000000Z,1.27188,1.27202,1.27182,1.27193,359,True
2025-06-02T04:15:00.000000000Z,1.27193,1.27286,1.27157,1.27275,427,True
2025-06-02T04:30:00.000000000Z,1.27275,1.2734,1.27231,1.2729,372,True
2025-06-02T04:45:00.000000000Z,1.2729,1.27349,1.27272,1.27301,534,True
2025-06-02T05:00:00.000000000Z,1.27301,1.27398,1.27262,1.27386,518,True
2025-06-02T05:15:00.000000000Z,1.27386,1.27433,1.27381,1.27392,298,True
2025-06-02T05:30:00.000000000Z,1.27392,1.27441,1.27334,1.27365,190,True
2025-06-02T05:45:00.000000000Z,1.27365,1.27449,1.27354,1.2744,316,True
2025-06-02T06:00:00.000000000Z,1.2744,1.27525,1.27435,1.27471,253,True
2025-06-02T06:15:00.000000000Z,1.27471,1.27497,1.27447,1.27453,430,True
2025-06-02T06:30:00.000000000Z,1.27453,1.27489,1.2741,1.27431,420,True
2025-06-02T06:45:00.000000000Z,1.27431,1.27473,1.27383,1.27462,538,True
2025-06-02T07:00:00.000000000Z,1.27462,1.27528,1.27453,1.27495,388,True
2025-06-02T07:15:00.000000000Z,1.27495,1.275,1.27359,1.27436,129,True
