time,open,high,low,close,volume,complete
2025-06-01T21:00:00.000000000Z,150.0,150.022,149.854,149.867,109,True
2025-06-01T21:15:00.000000000Z,149.867,149.928,149.859,149.911,390,True
2025-06-01T21:30:00.000000000Z,149.911,149.94,149.846,149.86,155,True
2025-06-01T21:45:00.000000000Z,149.86,149.865,149.779,149.803,151,True
2025-06-01T22:00:00.000000000Z,149.803,149.839,149.723,149.795,376,True
2025-06-01T22:15:00.000000000Z,149.795,149.83,149.721,149.751,275,True
2025-06-01T22:30:00.000000000Z,149.751,149.781,149.692,149.749,526,True
2025-06-01T22:45:00.000000000Z,149.749,149.784,149.686,149.779,416,True
2025-06-01T23:00:00.000000000Z,149.779,149.788,149.699,149.707,575,True
2025-06-01T23:15:00.000000000Z,149.707,149.723,149.611,149.67,434,True
2025-06-01T23:30:00.000000000Z,149.67,149.791,149.669,149.78,94,True
2025-06-01T23:45:00.000000000Z,149.78,149.832,149.748,149.79,368,True
2025-06-02T00:00:00.000000000Z,149.79,149.812,149.73,149.76,309,True
2025-06-02T00:15:00.000000000Z,149.76,149.845,149.743,149.802,129,True
2025-06-02T00:30:00.000000000Z,149.802,149.806,149.697,149.762,85,True
2025-06-02T00:45:00.000000000Z,149.762,149.78,149.652,149.713,358,True
2025-06-02T01:00:00.000000000Z,149.713,149.724,149.608,149.672,142,True
2025-06-02T01:15:00.000000000Z,149.672,149.704,149.648,149.656,146,True
2025-06-02T01:30:00.000000000Z,149.656,149.734,149.619,149.657,146,True
2025-06-02T01:45:00.000000000Z,149.657,149.783,149.616,149.77,540,True
2025-06-02T02:00:00.000000000Z,149.77,149.871,149.759,149.768,532,True
2025-06-02T02:15:00.000000000Z,149.768,149.793,149.707,149.745,360,True
2025-06-02T02:30:00.000000000Z,149.745,149.787,149.666,149.752,328,True
2025-06-02T02:45:00.000000000Z,149.752,149.757,149.677,149.725,596,True
2025-06-02T03:00:00.000000000Z,149.725,149.737,149.664,149.693,317,True
2025-06-02T03:15:00.000000000Z,149.693,149.707,149.659,149.674,413,True
2025-06-02T03:30:00.000000000Z,149.674,149.682,149.636,149.679,492,True
2025-06-02T03:45:00.000000000Z,149.679,149.748,149.624,149.641,599,True
2025-06-02T04:00:00.000000000Z,149.641,149.727,149.641,149.661,398,True
2025-06-02T04:15:00.000000000Z,149.661,149.68,149.6,149.654,250,True
2025-06-02T04:30:00.000000000Z,149.654,149.691,149.617,149.689,395,True
2025-06-02T04:45:00.000000000Z,149.689,149.755,149.615,149.74,245,True
2025-06-02T05:00:00.000000000Z,149.74,149.774,149.687,149.717,375,True
2025-06-02T05:15:00.000000000Z,149.717,149.723,149.665,149.684,96,True
2025-06-02T05:30:00.000000000Z,149.684,149.717,149.631,149.699,519,True
2025-06-02T05:45:00.000000000Z,149.699,149.705,149.583,149.622,463,True
2025-06-02T06:00:00.000000000Z,149.622,149.644,149.612,149.616,247,True
2025-06-02T06:15:00.000000000Z,149.616,149.697,149.593,149.685,541,True
2025-06-02T06:30:00.000000000Z,149.685,149.687,149.612,149.628,535,True
2025-06-02T06:45:00.000000000Z,149.628,149.75,149.595,149.716,365,True
2025-06-02T07:00:00.000000000Z,149.716,149.769,149.615,149.715,433,True
2025-06-02T07:15:00.000000000Z,149.715,149.727,149.51,149.585,113,True
2025-06-02T07:30:00.000000000Z,149.585,149.614,149.353,149.397,388,True
2025-06-02T07:45:00.000000000Z,149.397,149.455,149.348,149.448,412,True
2025-06-02T08:00:00.000000000Z,149.448,149.574,149.098,149.265,128,True
2025-06-02T08:15:00.000000000Z,149.265,149.437,149.165,149.367,428,True
2025-06-02T08:30:00.000000000Z,149.367,149.486,149.264,149.481,129,True
2025-06-02T08:45:00.000000000Z,149.481,149.619,149.448,149.551,246,True
2025-06-02T09:00:00.000000000Z,149.551,149.658,149.521,149.637,133,True
2025-06-02T09:15:00.000000000Z,149.637,149.756,149.599,149.645,427,True
2025-06-02T09:30:00.000000000Z,149.645,149.649,149.314,149.341,578,True
2025-06-02T09:45:00.000000000Z,149.341,149.431,149.34,149.418,172,True
2025-06-02T10:00:00.000000000Z,149.418,149.597,149.354,149.478,524,True
2025-06-02T10:15:00.000000000Z,149.478,149.557,149.334,149.361,299,True
2025-06-02T10:30:00.000000000Z,149.361,149.369,149.136,149.302,292,True
2025-06-02T10:45:00.000000000Z,149.302,149.346,149.22,149.259,431,True
2025-06-02T11:00:00.000000000Z,149.259,149.266,149.029,149.076,94,True
2025-06-02T11:15:00.000000000Z,149.076,149.126,149.063,149.089,484,True
2025-06-02T11:30:00.000000000Z,149.089,149.23,149.022,149.144,417,True
2025-06-02T11:45:00.000000000Z,149.144,149.265,149.091,149.201,346,True
2025-06-02T12:00:00.000000000Z,149.201,149.239,149.191,149.22,189,True
2025-06-02T12:15:00.000000000Z,149.22,149.263,148.903,149.019,375,True
2025-06-02T12:30:00.000000000Z,149.019,149.03,148.901,148.932,272,True
2025-06-02T12:45:00.000000000Z,148.932,148.95,148.742,148.936,312,True
2025-06-02T13:00:00.000000000Z,148.936,148.952,148.752,148.932,326,True
2025-06-02T13:15:00.000000000Z,148.932,149.125,148.839,149.115,286,True
2025-06-02T13:30:00.000000000Z,149.115,149.307,149.012,149.258,388,True
2025-06-02T13:45:00.000000000Z,149.258,149.555,149.183,149.479,459,True
2025-06-02T14:00:00.000000000Z,149.479,149.502,149.412,149.443,436,True
2025-06-02T14:15:00.000000000Z,149.443,149.461,149.346,149.459,590,True
2025-06-02T14:30:00.000000000Z,149.459,149.481,149.41,149.478,507,True
2025-06-02T14:45:00.000000000Z,149.478,149.601,149.45,149.598,400,True
2025-06-02T15:00:00.000000000Z,149.598,149.642,149.496,149.538,551,True
2025-06-02T15:15:00.000000000Z,149.538,149.704,149.49,149.702,110,True
2025-06-02T15:30:00.000000000Z,149.702,149.828,149.634,149.759,167,True
2025-06-02T15:45:00.000000000Z,149.759,149.991,149.742,149.819,283,True
2025-06-02T16:00:00.000000000Z,149.819,149.872,149.723,149.741,276,True
2025-06-02T16:15:00.000000000Z,149.741,149.76,149.493,149.562,101,True
2025-06-02T16:30:00.000000000Z,149.562,149.642,149.52,149.542,324,True
2025-06-02T16:45:00.000000000Z,149.542,149.554,149.531,149.537,520,True
2025-06-02T17:00:00.000000000Z,149.537,149.583,149.518,149.566,397,True
2025-06-02T17:15:00.000000000Z,149.566,149.587,149.56,149.576,160,True
2025-06-02T17:30:00.000000000Z,149.576,149.622,149.539,149.609,467,True
2025-06-02T17:45:00.000000000Z,149.609,149.757,149.579,149.674,111,True
2025-06-02T18:00:00.000000000Z,149.674,149.688,149.584,149.608,546,True
2025-06-02T18:15:00.000000000Z,149.608,149.653,149.526,149.612,291,True
2025-06-02T18:30:00.000000000Z,149.612,149.727,149.566,149.682,586,True
2025-06-02T18:45:00.000000000Z,149.682,149.743,149.585,149.628,455,True
2025-06-02T19:00:00.000000000Z,149.628,149.666,149.584,149.6,556,True
2025-06-02T19:15:00.000000000Z,149.6,149.627,149.537,149.555,425,True
2025-06-02T19:30:00.000000000Z,149.555,149.581,149.491,149.549,106,True
2025-06-02T19:45:00.000000000Z,149.549,149.597,149.491,149.513,524,True
2025-06-02T20:00:00.000000000Z,149.513,149.556,149.394,149.424,314,True
2025-06-02T20:15:00.000000000Z,149.424,149.53,149.267,149.297,168,True
2025-06-02T20:30:00.000000000Z,149.297,149.32,149.284,149.304,97,True
2025-06-02T20:45:00.000000000Z,149.304,149.369,149.108,149.2,206,True
2025-06-02T21:00:00.000000000Z,149.2,149.264,149.017,149.118,227,True
2025-06-02T21:15:00.000000000Z,149.118,149.141,148.943,148.997,151,True
2025-06-02T21:30:00.000000000Z,148.997,149.054,148.959,148.984,167,True
2025-06-02T21:45:00.000000000Z,148.984,149.103,148.969,149.09,506,True
2025-06-02T22:00:00.000000000Z,149.09,149.134,148.964,149.0,330,True
2025-06-02T22:15:00.000000000Z,149.0,149.016,148.859,148.922,446,True
2025-06-02T22:30:00.000000000Z,148.922,148.952,148.866,148.926,340,True
2025-06-02T22:45:00.000000000Z,148.926,148.985,148.8,148.836,134,True
2025-06-02T23:00:00.000000000Z,148.836,148.984,148.829,148.919,385,True
2025-06-02T23:15:00.000000000Z,148.919,148.968,148.918,148.922,525,True
2025-06-02T23:30:00.000000000Z,148.922,148.944,148.805,148.838,499,True
2025-06-02T23:45:00.000000000Z,148.838,148.911,148.756,148.792,490,True
2025-06-03T00:00:00.000000000Z,148.792,148.799,148.607,148.647,323,True
2025-06-03T00:15:00.000000000Z,148.647,148.757,148.604,148.683,242,True
2025-06-03T00:30:00.000000000Z,148.683,148.828,148.647,148.738,257,True
2025-06-03T00:45:00.000000000Z,148.738,148.809,148.618,148.625,153,True
2025-06-03T01:00:00.000000000Z,148.625,148.732,148.564,148.727,343,True
2025-06-03T01:15:00.000000000Z,148.727,148.73,148.519,148.6,448,True
2025-06-03T01:30:00.000000000Z,148.6,148.63,148.584,148.623,481,True
2025-06-03T01:45:00.000000000Z,148.623,148.678,148.404,148.527,572,True
2025-06-03T02:00:00.000000000Z,148.527,148.714,148.495,148.699,368,True
2025-06-03T02:15:00.000000000Z,148.699,148.829,148.675,148.795,381,True
2025-06-03T02:30:00.000000000Z,148.795,148.844,148.792,148.805,450,True
