instrument,session,direction,units,entry_time,entry,stop_loss,take_profit,exit_time,exit,outcome,pnl_usd,r_multiple,nav_after
USD_JPY,NEWYORK,long,27007,2024-01-05T14:00:00.000000000Z,145.471,145.2016858427196,146.0096283145608,2024-01-05T14:15:00.000000000Z,145.2016858427196,sl,-50.09,-1.002,9949.91
USD_JPY,NEWYORK,long,38302,2024-01-08T12:15:00.000000000Z,144.658,144.47011134580245,145.03377730839506,2024-01-08T12:45:00.000000000Z,144.47011134580245,sl,-49.81,-1.001,9900.1
USD_JPY,NEWYORK,short,30481,2024-01-09T14:15:00.000000000Z,143.7,143.93336076344525,143.23327847310946,2024-01-09T15:00:00.000000000Z,143.93336076344525,sl,-49.42,-0.998,9850.68
EUR_USD,NEWYORK,short,39713,2024-01-09T15:45:00.000000000Z,1.09275,1.0939902103703014,1.0902695792593975,2024-01-09T18:00:00.000000000Z,1.0939902103703014,sl,-49.25,-1.0,9801.42
USD_JPY,NEWYORK,long,42069,2024-01-10T13:15:00.000000000Z,145.2,145.03085504815212,145.53828990369573,2024-01-10T15:00:00.000000000Z,145.53828990369573,tp,97.79,1.995,9899.21
EUR_USD,NEWYORK,long,32930,2024-01-12T15:15:00.000000000Z,1.09849,1.0969869389423252,1.1014961221153494,2024-01-12T15:45:00.000000000Z,1.0969869389423252,sl,-49.5,-1.0,9849.71
USD_JPY,NEWYORK,short,29593,2024-01-12T14:00:00.000000000Z,144.782,145.02415439185015,144.29769121629974,2024-01-14T23:00:00.000000000Z,145.02415439185015,sl,-49.41,-0.998,9800.3
USD_JPY,LONDON,long,50160,2024-01-15T08:15:00.000000000Z,145.372,145.2299859607354,145.65602807852923,2024-01-15T09:30:00.000000000Z,145.65602807852923,tp,97.81,1.996,9898.11
EUR_USD,NEWYORK,short,41066,2024-01-17T13:45:00.000000000Z,1.0857700000000001,1.0869751399871348,1.0833597200257308,2024-01-17T14:15:00.000000000Z,1.0869751399871348,sl,-49.49,-1.0,9848.62
USD_JPY,NEWYORK,long,43769,2024-01-17T13:45:00.000000000Z,147.942,147.7747199850817,148.27656002983662,2024-01-17T14:45:00.000000000Z,148.27656002983662,tp,98.76,1.995,9947.38
USD_JPY,NEWYORK,long,34978,2024-01-18T14:45:00.000000000Z,148.1,147.88941147161538,148.52117705676923,2024-01-19T05:30:00.000000000Z,148.52117705676923,tp,99.19,1.994,10046.57
USD_JPY,NEWYORK,long,38203,2024-01-19T14:45:00.000000000Z,148.45,148.2548089986654,148.84038200266917,2024-01-19T15:00:00.000000000Z,148.2548089986654,sl,-50.3,-1.001,9996.27
USD_JPY,LONDON,long,44328,2024-01-22T09:15:00.000000000Z,148.151,147.98395786534638,148.48508426930727,2024-01-22T10:45:00.000000000Z,147.98395786534638,sl,-50.04,-1.001,9946.23
USD_JPY,NEWYORK,short,41710,2024-01-22T15:15:00.000000000Z,147.767,147.94318284548064,147.41463430903872,2024-01-22T16:00:00.000000000Z,147.94318284548064,sl,-49.67,-0.999,9896.56
USD_JPY,NEWYORK,short,42264,2024-01-24T13:00:00.000000000Z,147.293,147.4654482459934,146.94810350801322,2024-01-24T13:15:00.000000000Z,146.94810350801322,tp,99.2,2.005,9995.76
USD_JPY,LONDON,short,56705,2024-01-25T10:15:00.000000000Z,147.562,147.69205644490336,147.30188711019332,2024-01-25T12:15:00.000000000Z,147.69205644490336,sl,-49.93,-0.999,9945.83
USD_JPY,NEWYORK,short,37101,2024-01-25T13:45:00.000000000Z,147.432,147.629609035878,147.03678192824398,2024-01-25T16:00:00.000000000Z,147.629609035878,sl,-49.66,-0.999,9896.16
USD_JPY,LONDON,long,48269,2024-01-26T09:30:00.000000000Z,147.942,147.79034484300666,148.2453103139867,2024-01-26T10:00:00.000000000Z,147.79034484300666,sl,-49.53,-1.001,9846.63
USD_JPY,NEWYORK,long,34157,2024-01-26T15:30:00.000000000Z,148.13,147.91649327892097,148.55701344215805,2024-01-26T16:15:00.000000000Z,147.91649327892097,sl,-49.3,-1.001,9797.33
USD_JPY,NEWYORK,long,59706,2024-01-29T13:30:00.000000000Z,147.98,147.85858771085023,148.2228245782995,2024-01-29T15:00:00.000000000Z,147.85858771085023,sl,-49.03,-1.001,9748.3
USD_JPY,LONDON,short,59699,2024-01-30T07:30:00.000000000Z,147.269,147.38923708431602,147.02852583136797,2024-01-30T08:00:00.000000000Z,147.38923708431602,sl,-48.7,-0.999,9699.6
USD_JPY,NEWYORK,short,45432,2024-01-30T15:00:00.000000000Z,147.236,147.39317130986527,146.92165738026944,2024-01-30T15:00:00.000000000Z,147.39317130986527,sl,-48.45,-0.999,9651.16
GBP_USD,NEWYORK,short,28870,2024-01-30T16:00:00.000000000Z,1.2664499999999999,1.2681214439972448,1.26310711200551,2024-01-30T16:45:00.000000000Z,1.2681214439972448,sl,-48.25,-1.0,9602.9
USD_JPY,NEWYORK,short,31646,2024-02-01T13:45:00.000000000Z,146.55,146.772346539599,146.10530692080204,2024-02-01T15:00:00.000000000Z,146.772346539599,sl,-47.94,-0.998,9554.96
USD_JPY,LONDON,long,44023,2024-02-05T08:30:00.000000000Z,148.586,148.42475102723273,148.90849794553458,2024-02-05T09:00:00.000000000Z,148.42475102723273,sl,-47.83,-1.001,9507.13
USD_JPY,NEWYORK,long,50619,2024-02-05T13:00:00.000000000Z,148.638,148.49841771110772,148.91716457778458,2024-02-05T13:30:00.000000000Z,148.49841771110772,sl,-47.58,-1.001,9459.55
USD_JPY,LONDON,long,57462,2024-02-06T10:00:00.000000000Z,148.688,148.56561449243628,148.9327710151274,2024-02-06T13:00:00.000000000Z,148.56561449243628,sl,-47.34,-1.001,9412.22
USD_JPY,NEWYORK,short,36266,2024-02-07T15:00:00.000000000Z,147.776,147.96776152355156,147.3924769528969,2024-02-07T15:00:00.000000000Z,147.96776152355156,sl,-47.0,-0.999,9365.22
GBP_USD,NEWYORK,long,28804,2024-02-09T14:45:00.000000000Z,1.2637900000000002,1.2621643518294214,1.2670412963411577,2024-02-09T17:15:00.000000000Z,1.2621643518294214,sl,-46.83,-1.0,9318.39
EUR_USD,NEWYORK,long,35923,2024-02-09T14:45:00.000000000Z,1.07866,1.077356508848801,1.0812669823023977,2024-02-12T09:00:00.000000000Z,1.077356508848801,sl,-46.83,-1.0,9271.57
USD_JPY,NEWYORK,long,56661,2024-02-14T14:00:00.000000000Z,150.724,150.6006851994759,150.9706296010482,2024-02-14T14:15:00.000000000Z,150.6006851994759,sl,-46.4,-1.001,9225.17
USD_JPY,LONDON,short,54757,2024-02-15T10:00:00.000000000Z,150.019,150.14537204552346,149.7662559089531,2024-02-15T13:30:00.000000000Z,149.7662559089531,tp,92.41,2.003,9317.58
USD_JPY,NEWYORK,short,40463,2024-02-15T14:00:00.000000000Z,149.827,149.99950263227808,149.48199473544383,2024-02-15T14:00:00.000000000Z,149.99950263227808,sl,-46.53,-0.999,9271.05
USD_JPY,NEWYORK,short,32659,2024-02-29T15:00:00.000000000Z,149.48,149.69216468146024,149.0556706370795,2024-02-29T15:45:00.000000000Z,149.69216468146024,sl,-46.29,-0.999,9224.76
USD_JPY,NEWYORK,short,46674,2024-03-06T13:30:00.000000000Z,149.489,149.63672410467873,149.19355179064254,2024-03-06T13:30:00.000000000Z,149.63672410467873,sl,-46.08,-0.999,9178.68
USD_JPY,NEWYORK,short,32949,2024-03-07T13:30:00.000000000Z,147.724,147.9297588987058,147.31248220258834,2024-03-07T14:00:00.000000000Z,147.9297588987058,sl,-45.83,-0.999,9132.85
EUR_USD,NEWYORK,long,30866,2024-03-07T15:30:00.000000000Z,1.09117,1.0896905969518302,1.0941288060963394,2024-03-07T16:45:00.000000000Z,1.0941288060963394,tp,91.33,2.0,9224.18
USD_JPY,LONDON,short,40625,2024-03-08T09:15:00.000000000Z,147.662,147.82963589158783,147.32672821682436,2024-03-08T09:30:00.000000000Z,147.32672821682436,tp,92.45,2.005,9316.63
USD_JPY,LONDON,short,44034,2024-03-11T07:45:00.000000000Z,146.845,147.00034523005985,146.5343095398803,2024-03-11T09:45:00.000000000Z,146.5343095398803,tp,93.36,2.004,9409.99
GBP_USD,NEWYORK,short,28780,2024-03-12T13:00:00.000000000Z,1.2770899999999998,1.2787247931277856,1.2738204137444282,2024-03-12T15:45:00.000000000Z,1.2787247931277856,sl,-47.05,-1.0,9362.94
USD_JPY,NEWYORK,long,23442,2024-03-12T13:00:00.000000000Z,147.656,147.3596540528738,148.24869189425243,2024-03-13T01:00:00.000000000Z,147.3596540528738,sl,-47.14,-1.002,9315.8
USD_JPY,NEWYORK,long,41896,2024-03-14T13:15:00.000000000Z,147.934,147.7695323982093,148.2629352035814,2024-03-14T13:15:00.000000000Z,147.7695323982093,sl,-46.63,-1.001,9269.17
USD_JPY,NEWYORK,long,45042,2024-03-15T12:45:00.000000000Z,148.852,148.6988404870479,149.1583190259042,2024-03-15T16:00:00.000000000Z,149.1583190259042,tp,92.5,1.996,9361.67
GBP_USD,NEWYORK,short,25692,2024-04-11T14:30:00.000000000Z,1.2526199999999998,1.2544418645868036,1.2489762708263923,2024-04-11T17:00:00.000000000Z,1.2544418645868036,sl,-46.81,-1.0,9314.86
USD_JPY,NEWYORK,long,46604,2024-04-11T15:30:00.000000000Z,153.312,153.15801662992936,153.6199667401413,2024-04-11T18:00:00.000000000Z,153.15801662992936,sl,-46.86,-1.001,9268.01
USD_JPY,LONDON,long,53148,2024-04-15T08:30:00.000000000Z,153.9,153.7658138947004,154.16837221059924,2024-04-15T09:15:00.000000000Z,153.7658138947004,sl,-46.38,-1.001,9221.63
USD_JPY,NEWYORK,long,47739,2024-04-18T13:45:00.000000000Z,154.574,154.42470748664073,154.87258502671858,2024-04-19T01:00:00.000000000Z,154.42470748664073,sl,-46.15,-1.001,9175.47
EUR_USD,NEWYORK,long,37230,2024-04-19T15:00:00.000000000Z,1.06698,1.0657477550274326,1.069444489945135,2024-04-19T15:45:00.000000000Z,1.0657477550274326,sl,-45.88,-1.0,9129.6
GBP_USD,NEWYORK,short,25682,2024-04-19T15:15:00.000000000Z,1.24186,1.2436463174541192,1.2382873650917614,2024-04-19T16:15:00.000000000Z,1.2382873650917614,tp,91.75,2.0,9221.35
USD_JPY,NEWYORK,long,58776,2024-04-24T13:45:00.000000000Z,154.973,154.85143195218512,155.2161360956298,2024-04-24T17:15:00.000000000Z,155.2161360956298,tp,92.07,1.997,9313.42
USD_JPY,LONDON,long,18418,2024-04-26T08:45:00.000000000Z,156.629,156.2330073431468,157.42098531370638,2024-04-26T15:15:00.000000000Z,157.42098531370638,tp,92.66,1.99,9406.08
USD_JPY,LONDON,long,43406,2024-04-30T07:15:00.000000000Z,156.922,156.75197559761796,157.26204880476408,2024-04-30T07:15:00.000000000Z,156.75197559761796,sl,-47.08,-1.001,9359.0
USD_JPY,NEWYORK,long,50455,2024-04-30T12:30:00.000000000Z,157.032,156.88636025730105,157.32327948539793,2024-04-30T12:30:00.000000000Z,157.32327948539793,tp,93.42,1.996,9452.41
EUR_USD,NEWYORK,short,28443,2024-04-30T15:00:00.000000000Z,1.06908,1.070741584362706,1.0657568312745882,2024-05-01T02:00:00.000000000Z,1.0657568312745882,tp,94.52,2.0,9546.94
GBP_USD,NEWYORK,short,26767,2024-05-02T15:30:00.000000000Z,1.24952,1.2513032915516538,1.2459534168966924,2024-05-02T16:15:00.000000000Z,1.2513032915516538,sl,-47.73,-1.0,9499.2
USD_JPY,NEWYORK,short,52126,2024-05-06T13:15:00.000000000Z,153.611,153.75096511473174,153.3310697705365,2024-05-06T13:30:00.000000000Z,153.75096511473174,sl,-47.45,-0.999,9451.75
USD_JPY,LONDON,long,57366,2024-05-08T07:15:00.000000000Z,155.306,155.17805921207918,155.56188157584168,2024-05-08T12:00:00.000000000Z,155.56188157584168,tp,94.36,1.997,9546.11
USD_JPY,NEWYORK,long,53541,2024-05-08T12:15:00.000000000Z,155.582,155.44330362903867,155.85939274192265,2024-05-08T15:45:00.000000000Z,155.44330362903867,sl,-47.77,-1.001,9498.34
USD_JPY,NEWYORK,long,50773,2024-05-14T14:30:00.000000000Z,156.51,156.36360628559544,156.8027874288091,2024-05-14T14:30:00.000000000Z,156.36360628559544,sl,-47.54,-1.001,9450.8
GBP_USD,NEWYORK,long,26202,2024-05-15T13:45:00.000000000Z,1.26326,1.2614566068135145,1.2668667863729712,2024-05-15T13:45:00.000000000Z,1.2614566068135145,sl,-47.25,-1.0,9403.55
USD_JPY,NEWYORK,short,25537,2024-05-15T13:45:00.000000000Z,155.511,155.79875850357723,154.93548299284552,2024-05-15T13:45:00.000000000Z,155.79875850357723,sl,-47.17,-0.998,9356.38
USD_JPY,NEWYORK,long,56946,2024-05-21T12:15:00.000000000Z,156.37800000000001,156.24953456350877,156.6349308729825,2024-05-21T12:30:00.000000000Z,156.24953456350877,sl,-46.82,-1.001,9309.56
USD_JPY,NEWYORK,short,40613,2024-05-30T13:00:00.000000000Z,156.642,156.8215292220914,156.28294155581716,2024-05-30T14:00:00.000000000Z,156.8215292220914,sl,-46.49,-0.999,9263.07
USD_JPY,NEWYORK,long,27890,2024-06-05T14:15:00.000000000Z,156.442,156.18221116431963,156.96157767136077,2024-06-05T14:30:00.000000000Z,156.18221116431963,sl,-46.39,-1.002,9216.68
EUR_USD,NEWYORK,long,36391,2024-06-06T13:45:00.000000000Z,1.08842,1.087153669562685,1.0909526608746296,2024-06-07T12:30:00.000000000Z,1.087153669562685,sl,-46.08,-1.0,9170.59
USD_JPY,LONDON,long,46193,2024-06-17T08:00:00.000000000Z,157.558,157.40160285235345,157.87079429529308,2024-06-17T12:00:00.000000000Z,157.87079429529308,tp,91.52,1.996,9262.12
USD_JPY,NEWYORK,long,56407,2024-06-17T12:45:00.000000000Z,157.926,157.79634291541893,158.1853141691621,2024-06-17T13:30:00.000000000Z,157.79634291541893,sl,-46.35,-1.001,9215.77
USD_JPY,LONDON,long,59050,2024-06-27T07:45:00.000000000Z,160.554,160.4287143246914,160.80457135061718,2024-06-27T10:00:00.000000000Z,160.4287143246914,sl,-46.11,-1.001,9169.66
USD_JPY,NEWYORK,long,54432,2024-06-27T14:30:00.000000000Z,160.656,160.5206791827139,160.9266416345722,2024-06-27T14:45:00.000000000Z,160.5206791827139,sl,-45.89,-1.001,9123.77
EUR_USD,NEWYORK,long,34808,2024-06-28T15:15:00.000000000Z,1.07159,1.070279431442935,1.0742111371141303,2024-06-30T21:00:00.000000000Z,1.0742111371141303,tp,91.24,2.0,9215.01
USD_JPY,LONDON,short,60526,2024-07-04T08:30:00.000000000Z,161.242,161.36474414537125,160.99651170925748,2024-07-04T11:00:00.000000000Z,160.99651170925748,tp,92.29,2.003,9307.3
USD_JPY,NEWYORK,short,57897,2024-07-08T12:30:00.000000000Z,160.816,160.94525996216777,160.55748007566447,2024-07-08T14:00:00.000000000Z,160.55748007566447,tp,93.22,2.003,9400.52
USD_JPY,NEWYORK,short,27773,2024-07-12T12:45:00.000000000Z,158.9,159.16891399973312,158.36217200053377,2024-07-12T13:00:00.000000000Z,158.36217200053377,tp,94.32,2.007,9494.84
USD_JPY,LONDON,short,42186,2024-07-15T08:30:00.000000000Z,157.824,158.00160383456807,157.4687923308639,2024-07-15T10:00:00.000000000Z,158.00160383456807,sl,-47.42,-0.999,9447.42
USD_JPY,LONDON,short,49995,2024-07-16T07:15:00.000000000Z,158.423,158.57268376270954,158.12363247458092,2024-07-16T08:15:00.000000000Z,158.57268376270954,sl,-47.19,-0.999,9400.23
USD_JPY,NEWYORK,short,61151,2024-07-16T12:30:00.000000000Z,158.288,158.40966048330267,158.0446790333947,2024-07-16T12:30:00.000000000Z,158.40966048330267,sl,-46.96,-0.999,9353.26
USD_JPY,NEWYORK,long,36829,2024-07-19T12:30:00.000000000Z,157.599,157.3988808730453,157.99923825390937,2024-07-19T14:15:00.000000000Z,157.3988808730453,sl,-46.82,-1.001,9306.44
USD_JPY,LONDON,short,29485,2024-07-23T08:00:00.000000000Z,156.037,156.28324445662983,155.54451108674036,2024-07-23T21:00:00.000000000Z,155.54451108674036,tp,93.36,2.006,9399.79
USD_JPY,LONDON,short,19237,2024-07-25T07:45:00.000000000Z,152.125,152.49666291101576,151.38167417796848,2024-07-25T08:30:00.000000000Z,152.49666291101576,sl,-46.88,-0.998,9352.91
USD_JPY,NEWYORK,short,16620,2024-07-26T15:15:00.000000000Z,153.754,154.18660016239417,152.88879967521163,2024-07-28T23:15:00.000000000Z,154.18660016239417,sl,-46.63,-0.997,9306.28
USD_JPY,NEWYORK,long,35381,2024-07-30T12:30:00.000000000Z,154.976,154.7721845673823,155.38363086523538,2024-07-30T13:00:00.000000000Z,154.7721845673823,sl,-46.59,-1.001,9259.69
USD_JPY,NEWYORK,short,13158,2024-07-31T12:30:00.000000000Z,149.916,150.4434820728321,148.8610358543358,2024-07-31T12:45:00.000000000Z,150.4434820728321,sl,-46.13,-0.996,9213.55
USD_JPY,LONDON,short,20353,2024-08-02T07:15:00.000000000Z,148.754,149.09069032828415,148.08061934343166,2024-08-02T07:15:00.000000000Z,149.09069032828415,sl,-45.96,-0.998,9167.59
EUR_USD,LONDON,long,22986,2024-08-05T08:00:00.000000000Z,1.09496,1.0929658826521715,1.0989482346956567,2024-08-05T12:45:00.000000000Z,1.0989482346956567,tp,91.67,2.0,9259.26
EUR_USD,NEWYORK,long,22433,2024-08-05T13:15:00.000000000Z,1.09884,1.096776273789313,1.1029674524213742,2024-08-05T14:00:00.000000000Z,1.096776273789313,sl,-46.3,-1.0,9212.97
USD_JPY,NEWYORK,short,11657,2024-08-06T13:30:00.000000000Z,144.245,144.81500542723694,143.10498914552613,2024-08-06T14:15:00.000000000Z,144.81500542723694,sl,-45.88,-0.996,9167.09
USD_JPY,LONDON,long,37831,2024-08-12T08:15:00.000000000Z,147.327,147.14850486471488,147.68399027057023,2024-08-12T12:45:00.000000000Z,147.68399027057023,tp,91.45,1.995,9258.53
USD_JPY,NEWYORK,long,31806,2024-08-12T14:00:00.000000000Z,147.782,147.5669103068491,148.2121793863018,2024-08-12T15:15:00.000000000Z,147.5669103068491,sl,-46.36,-1.001,9212.17
EUR_USD,NEWYORK,long,36379,2024-08-14T13:15:00.000000000Z,1.1030799999999998,1.1018138953865881,1.1056122092268232,2024-08-14T16:00:00.000000000Z,1.1018138953865881,sl,-46.06,-1.0,9166.11
USD_JPY,NEWYORK,short,20475,2024-08-14T14:45:00.000000000Z,146.692,147.02199605513997,146.0320078897201,2024-08-14T17:00:00.000000000Z,147.02199605513997,sl,-45.96,-0.998,9120.16
GBP_USD,NEWYORK,long,25545,2024-08-15T15:15:00.000000000Z,1.2869000000000002,1.285114927949632,1.2904701441007367,2024-08-15T17:00:00.000000000Z,1.285114927949632,sl,-45.6,-1.0,9074.56
USD_JPY,NEWYORK,short,24824,2024-08-20T13:00:00.000000000Z,146.168,146.4351536887268,145.6336926225464,2024-08-20T14:30:00.000000000Z,145.6336926225464,tp,91.08,2.007,9165.63
USD_JPY,NEWYORK,short,32997,2024-08-21T12:45:00.000000000Z,145.846,146.0485543951168,145.4408912097664,2024-08-21T14:00:00.000000000Z,146.0485543951168,sl,-45.76,-0.999,9119.87
EUR_USD,NEWYORK,long,35342,2024-08-21T15:15:00.000000000Z,1.1127399999999998,1.111449790773624,1.1153204184527514,2024-08-21T17:30:00.000000000Z,1.1153204184527514,tp,91.2,2.0,9211.07
USD_JPY,LONDON,long,27262,2024-08-23T09:30:00.000000000Z,146.012,145.76534223337492,146.50531553325015,2024-08-23T14:00:00.000000000Z,145.76534223337492,sl,-46.13,-1.002,9164.93
USD_JPY,LONDON,long,31601,2024-08-27T07:45:00.000000000Z,145.038,144.8276862875115,145.458627424977,2024-08-27T09:15:00.000000000Z,144.8276862875115,sl,-45.89,-1.001,9119.04
USD_JPY,LONDON,short,34691,2024-08-28T09:15:00.000000000Z,144.222,144.4115514106839,143.84289717863223,2024-08-28T10:00:00.000000000Z,144.4115514106839,sl,-45.53,-0.999,9073.51
USD_JPY,LONDON,long,44666,2024-08-30T09:00:00.000000000Z,145.126,144.9785955783257,145.42080884334862,2024-08-30T11:45:00.000000000Z,145.42080884334862,tp,90.55,1.996,9164.06
USD_JPY,NEWYORK,long,28979,2024-08-30T14:30:00.000000000Z,145.606,145.37578040089232,146.06643919821533,2024-08-30T16:15:00.000000000Z,146.06643919821533,tp,91.35,1.994,9255.41
EUR_USD,NEWYORK,short,35112,2024-08-30T14:30:00.000000000Z,1.10686,1.1081649578373662,1.1042500843252674,2024-09-02T00:00:00.000000000Z,1.1042500843252674,tp,91.64,2.0,9347.05
USD_JPY,NEWYORK,short,25047,2024-09-03T13:45:00.000000000Z,145.59,145.86165593444926,145.0466881311015,2024-09-03T15:30:00.000000000Z,145.86165593444926,sl,-46.65,-0.998,9300.4
GBP_USD,NEWYORK,short,28371,2024-09-03T14:15:00.000000000Z,1.3102399999999998,1.3118872793947465,1.3069454412105066,2024-09-04T05:00:00.000000000Z,1.3118872793947465,sl,-46.73,-1.0,9253.67
USD_JPY,LONDON,short,23674,2024-09-04T07:30:00.000000000Z,144.802,145.08499183096822,144.23601633806354,2024-09-04T08:00:00.000000000Z,145.08499183096822,sl,-46.18,-0.998,9207.49
